SEMESTER,DEPARTMENT,NAME,COURSE NUMBER,SECTION,# GRADES,AVE. GPA,A,AB,B,BC,C,D,F,S,U,CR,C,P,I,NW,NR,OTHER
2016-2017 Fall,cs,Introduction to Computation,202,001,77,3.331,49.4,26.0,6.5,3.9,5.2,5.2,3.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Discrete Mathematics,240,001,125,3.104,28.0,8.8,37.6,15.2,7.2,2.4,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Discrete Mathematics,240,002,149,3.117,34.2,6.7,34.9,12.8,6.0,2.7,2.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Discrete Mathematics,240,NULL,274,3.111,31.4,7.7,36.1,13.9,6.6,2.6,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Computer Engineering,252,001,7,2.500,14.3,14.3,NULL,28.6,28.6,14.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Computer Engineering,252,002,139,3.183,37.4,15.8,16.5,13.7,14.4,0.7,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Computer Engineering,252,005,107,3.079,32.7,17.8,15.0,16.8,13.1,1.9,2.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Computer Engineering,252,NULL,253,3.121,34.8,16.6,15.4,15.4,14.2,1.6,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study in Comp Sci,298,112,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro Data Programming,301,001,139,3.291,36.0,20.1,23.7,10.8,7.9,0.7,0.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro Data Programming,301,002,141,3.302,33.3,22.0,28.4,7.8,5.0,0.7,1.4,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro Data Programming,301,NULL,280,3.297,34.6,21.1,26.1,9.3,6.4,0.7,1.1,0.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Introduction to Programming,302,001,191,3.120,26.2,19.4,30.9,11.5,5.2,2.6,2.6,1.0,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Introduction to Programming,302,002,208,3.020,26.9,12.5,35.1,9.6,6.7,3.4,4.3,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Introduction to Programming,302,003,213,3.110,21.6,23.9,36.6,7.5,5.2,1.9,3.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Introduction to Programming,302,004,211,3.050,19.9,16.6,39.3,14.2,4.7,2.8,1.9,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Introduction to Programming,302,NULL,823,3.074,23.6,18.1,35.6,10.7,5.5,2.7,3.0,0.7,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,WES-CS Group Meeting,304,001,9,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,WES-CS Group Meeting,304,002,11,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,WES-CS Group Meeting,304,003,12,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,WES-CS Group Meeting,304,004,9,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,WES-CS Group Meeting,304,005,10,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,WES-CS Group Meeting,304,006,10,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,WES-CS Group Meeting,304,007,9,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,WES-CS Group Meeting,304,NULL,70,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Digital System Fundamentals,352,001,37,3.027,18.9,21.6,29.7,10.8,16.2,2.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Digital System Fundamentals,352,002,12,2.833,8.3,33.3,25.0,NULL,25.0,8.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Digital System Fundamentals,352,NULL,49,2.980,16.3,24.5,28.6,8.2,18.4,4.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Machine Organizatn&Progrmng,354,001,135,2.914,25.9,13.3,23.7,12.6,16.3,3.7,3.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7
2016-2017 Fall,cs,Machine Organizatn&Progrmng,354,002,131,3.042,30.5,16.8,19.1,13.0,14.5,4.6,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Machine Organizatn&Progrmng,354,NULL,266,2.977,28.2,15.0,21.4,12.8,15.4,4.1,2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4
2016-2017 Fall,cs,Intro to Data Structures,367,001,174,2.909,15.5,18.4,28.7,16.7,14.9,1.7,2.3,0.6,0.6,NULL,NULL,NULL,NULL,NULL,0.6,NULL
2016-2017 Fall,cs,Intro to Data Structures,367,002,165,2.866,17.0,14.5,26.7,20.6,15.8,3.0,1.8,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Data Structures,367,003,67,2.538,13.4,13.4,25.4,9.0,25.4,NULL,11.9,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Data Structures,367,004,120,3.554,48.3,29.2,12.5,8.3,0.8,NULL,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Data Structures,367,NULL,526,2.997,23.2,19.0,24.0,15.0,13.3,1.5,3.0,0.6,0.2,NULL,NULL,NULL,NULL,NULL,0.2,NULL
2016-2017 Fall,cs,Learn a Programming Language,368,001,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.3,15.7,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Introducing Comp Sci to K-12,402,001,37,3.986,97.3,2.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Numerical Methods,412,001,61,2.932,26.2,26.2,13.1,6.6,9.8,11.5,3.3,NULL,NULL,NULL,NULL,NULL,1.6,1.6,NULL,NULL
2016-2017 Fall,cs,Intro-Combinatrl Optimizatn,425,001,12,3.083,25.0,41.7,NULL,8.3,16.7,8.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Introduction to Cryptography,435,001,106,3.052,26.4,14.2,32.1,5.7,17.0,2.8,0.9,NULL,NULL,NULL,NULL,NULL,0.9,NULL,NULL,NULL
2016-2017 Fall,cs,Intro-Combinatorics,475,001,16,3.000,18.8,6.3,50.0,6.3,18.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Software Engineering,506,001,76,3.664,47.4,39.5,11.8,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Numerical Analysis,514,001,20,2.775,25.0,15.0,20.0,20.0,5.0,5.0,10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Theory of Computing,520,001,51,2.882,25.5,7.8,25.5,19.6,13.7,5.9,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Introduction to Optimization,524,001,45,2.856,26.7,11.1,28.9,8.9,13.3,4.4,6.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Linear Programming Methods,525,001,13,2.885,23.1,23.1,15.4,15.4,15.4,NULL,7.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Thry&Appl of Pattrn Recgntn,532,001,57,3.386,33.3,28.1,26.3,7.0,5.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Computational Photography,534,001,80,3.244,37.5,25.0,18.8,1.3,11.3,5.0,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro-Progm Langs&Compilers,536,001,88,3.017,13.6,29.5,26.1,14.8,13.6,1.1,1.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Operating Systems,537,001,190,3.154,36.8,16.8,17.4,13.2,11.6,NULL,3.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,0.5
2016-2017 Fall,cs,Intro-Artificl Intelligence,540,001,125,3.204,33.6,17.6,27.2,8.8,8.8,3.2,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro-Artificl Intelligence,540,002,84,3.159,25.0,25.0,20.2,17.9,7.1,1.2,1.2,1.2,NULL,NULL,NULL,NULL,1.2,NULL,NULL,NULL
2016-2017 Fall,cs,Intro-Artificl Intelligence,540,NULL,209,3.186,30.1,20.6,24.4,12.4,8.1,2.4,1.0,0.5,NULL,NULL,NULL,NULL,0.5,NULL,NULL,NULL
2016-2017 Fall,cs,Intro-Computer Architecture,552,001,15,3.000,13.3,20.0,33.3,20.0,13.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Computer Graphics,559,001,63,3.156,30.2,20.6,22.2,12.7,4.8,4.8,1.6,NULL,NULL,NULL,NULL,NULL,3.2,NULL,NULL,NULL
2016-2017 Fall,cs,Database Mgt Systems,564,001,77,3.195,22.1,32.5,27.3,11.7,3.9,NULL,2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Database Mgt Systems,564,002,65,3.188,35.4,15.4,27.7,9.2,7.7,4.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Database Mgt Systems,564,003,75,3.887,90.7,4.0,4.0,NULL,NULL,NULL,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Database Mgt Systems,564,NULL,217,3.414,49.8,17.5,19.4,6.9,3.7,1.4,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Introduction to Bioinformatics,576,001,47,3.068,29.8,23.4,12.8,6.4,10.6,10.6,NULL,NULL,NULL,NULL,NULL,NULL,2.1,NULL,4.3,NULL
2016-2017 Fall,cs,Introduction to Algorithms,577,001,100,2.960,19.0,15.0,25.0,27.0,9.0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,NULL,NULL
2016-2017 Fall,cs,Introduction to Algorithms,577,002,80,3.006,18.8,22.5,27.5,16.3,10.0,3.8,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Introduction to Algorithms,577,NULL,180,2.980,18.9,18.3,26.1,22.2,9.4,3.9,0.6,NULL,NULL,NULL,NULL,NULL,NULL,0.6,NULL,NULL
2016-2017 Fall,cs,Virtual Reality,579,001,22,3.841,77.3,13.6,9.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Undergrad Topics-Computing,638,001,84,3.921,86.9,6.0,4.8,NULL,NULL,NULL,NULL,2.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Undergrad Topics-Computing,638,002,13,3.923,84.6,15.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Undergrad Topics-Computing,638,NULL,97,3.921,86.6,7.2,4.1,NULL,NULL,NULL,NULL,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Intro to Computer Networks,640,001,75,3.128,30.7,18.7,21.3,14.7,6.7,6.7,NULL,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Senior Honors Thesis,682,090,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,003,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,006,7,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,007,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,011,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,012,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,021,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,029,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,082,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,097,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,101,8,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,115,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,129,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Directed Study,699,NULL,33,3.984,97.0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Construction of Compilers,701,001,15,3.600,26.7,66.7,6.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Analysis of Software Artifacts,706,001,12,3.250,41.7,8.3,25.0,8.3,16.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Mobile and Wireless Networking,707,001,20,3.475,35.0,25.0,40.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Methods of Computatnl Math I,714,001,8,3.625,50.0,25.0,25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Stochastic Programming,719,001,15,3.929,80.0,13.3,NULL,NULL,NULL,NULL,NULL,6.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Nonlinear Optimization I,726,001,31,3.355,19.4,45.2,22.6,12.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Convex Analysis,727,001,12,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Advanced Operating Systems,736,001,12,3.583,41.7,41.7,8.3,8.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Distributed Systems,739,001,47,3.840,68.1,31.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Real-time Computing Systems,750,001,7,3.643,57.1,14.3,28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Adv Computer Architecture I,752,001,12,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Adv Topics-Comptr Architecture,758,001,11,3.455,63.6,NULL,27.3,NULL,NULL,9.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Machine Learning,760,001,91,3.659,58.2,22.0,18.7,NULL,NULL,NULL,1.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Topics-Database Mgt Systems,764,001,25,3.760,64.0,24.0,12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Comp Mthds for Med Image Anlys,767,001,15,3.767,66.7,20.0,13.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Human-Computer Interaction,770,001,25,4.000,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Advanced Algorithms,787,001,30,3.655,40.0,46.7,10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.3,NULL,NULL,NULL
2016-2017 Fall,cs,Master's Thesis,790,018,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Master's Thesis,790,029,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,Master's Thesis,790,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,002,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,003,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,005,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,006,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,007,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,008,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,012,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.0,10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,018,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,019,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,020,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,021,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,023,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,028,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,029,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,032,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,033,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,035,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,040,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,061,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,076,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,082,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,085,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,086,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,090,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,095,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017 Fall,cs,NULL,799,097,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
